[3475, 1694, 913, 454, 453, 2221, 9296, 12899, 13060, 14475, 14984, 14203, 14292, 17648, 15231, 15438, 14640, 14304, 13894, 15632, 16074, 14941, 10607, 6067]
[3594, 1966, 941, 499, 455, 2154, 9031, 13638, 13657, 15391, 15907, 14601, 14106, 16397, 15307, 15366, 14711, 13934, 13352, 14847, 15261, 13964, 11125, 6774]
[4137, 2068, 1090, 542, 483, 1635, 7245, 10957, 11314, 12619, 13226, 12260, 12319, 13760, 13017, 12914, 12264, 11443, 10940, 12080, 12242, 11387, 8913, 5190]
[3088, 1662, 952, 513, 451, 1735, 8093, 12864, 13003, 14077, 14575, 14218, 14018, 15912, 14946, 14879, 14091, 13698, 13057, 14350, 15195, 14133, 11330, 7137]
[4252, 2307, 1165, 579, 546, 2565, 9895, 14243, 14239, 15682, 16453, 16118, 15810, 17606, 17254, 18228, 17062, 15880, 15011, 16765, 17762, 17210, 14513, 10439]
[7247, 4336, 2503, 1284, 906, 2468, 6031, 11943, 16710, 17423, 18270, 18061, 18359, 18597, 18789, 18311, 18129, 18364, 15785, 15651, 16710, 15591, 12920, 8775]
[5695, 3294, 1930, 1099, 759, 1734, 3718, 8145, 12883, 13951, 15424, 15844, 16615, 17201, 16931, 16611, 16204, 16177, 14040, 14144, 15040, 13312, 9962, 5501]
[3213, 1631, 834, 431, 496, 2298, 9240, 12636, 12406, 13272, 14284, 13256, 14117, 15376, 14815, 15324, 14557, 13484, 13301, 14453, 14660, 13203, 10245, 6162]
[3506, 1924, 1087, 580, 541, 2134, 8440, 12680, 12879, 14589, 15383, 14881, 14636, 16295, 15482, 15671, 14746, 13366, 12815, 14515, 14998, 13771, 10907, 6985]
[4027, 2278, 1043, 622, 519, 2055, 8025, 12710, 12723, 14168, 15254, 14899, 14741, 16148, 15211, 15687, 14974, 13588, 12778, 14394, 15066, 13529, 10940, 7007]
[4106, 2192, 1066, 627, 502, 2182, 8539, 13574, 13294, 15029, 16193, 15898, 15177, 17159, 16334, 16606, 15667, 14424, 13482, 14925, 15533, 14274, 11345, 7347]
[4192, 2312, 1189, 605, 474, 2535, 9166, 14025, 13826, 15460, 16476, 16099, 16354, 17697, 17603, 18163, 17089, 15612, 14686, 16377, 17272, 16472, 14160, 10088]
[6829, 4134, 2404, 1208, 894, 2581, 6067, 11732, 16343, 17295, 17925, 17534, 18277, 18590, 18658, 18133, 17645, 17959, 15535, 15495, 16205, 15151, 12590, 8407]
[5167, 3084, 1696, 1012, 670, 1804, 3799, 8438, 12991, 14601, 15861, 16446, 17143, 17499, 17579, 17196, 16788, 16894, 15054, 15060, 15164, 13361, 9911, 5870]
[3089, 1632, 851, 448, 427, 2262, 9225, 12799, 13042, 14861, 15314, 13899, 14411, 16642, 16039, 15897, 14992, 14007, 13104, 14396, 14741, 13313, 10052, 5995]
[3657, 1931, 1044, 529, 499, 2231, 8951, 13455, 13553, 15547, 16445, 15310, 15049, 17160, 16210, 16129, 15625, 14320, 13426, 14815, 15220, 14749, 10069, 6702]
[4018, 1973, 1050, 583, 540, 1986, 8357, 12684, 12679, 13986, 14431, 13753, 13566, 15035, 14602, 14564, 14085, 13102, 12332, 13852, 14605, 13224, 10280, 6550]
[4387, 2442, 1217, 651, 610, 2295, 8974, 13733, 14314, 15611, 16618, 16282, 15958, 17119, 16426, 16603, 15575, 14394, 13899, 15504, 16189, 15517, 13283, 9641]
